ID,Label
1,2.867944174705387
2,2.6901491887327746
3,2.8788675589752613
4,2.685248247220041
5,2.743701213621861
6,2.6239791237053693
7,2.8415857741656945
8,2.748297412654443
9,2.6531310953075526
10,2.799584477162676
11,2.8789734216461134
12,2.7910070271031926
13,2.9004351683609655
14,2.8397821025928716
15,2.8803279186924335
16,2.7037411883370948
17,2.9095890252955607
18,2.8012429850227663
19,2.8566701528258385
20,2.8083263741925357
21,2.7405140230641467
22,2.8000537366486387
23,2.844163019878883
24,2.8358455782583682
25,2.653378257376514
26,2.776052046076115
27,2.896667934023717
28,2.8012954137762542
29,2.76041482074461
30,2.8296673031842796
31,2.793077776279044
32,2.8965712353965496
33,2.688786175194103
34,2.673517639051936
35,2.6172058203314896
36,2.720653292870452
37,2.673745096481824
38,2.7785027722768487
39,2.911792587213003
40,2.7106614260569915
41,2.8630442407287893
42,2.7428692936731505
43,2.785058754666359
44,2.8119940243404127
45,2.644994166285265
46,2.820974408732727
47,2.7736157852099743
48,2.760455539472517
49,2.8705791914298198
50,2.818262020675908
51,2.8839757660306753
52,2.7239409758961526
53,2.7963843660057983
54,2.9240255366222465
55,2.644749324363959
56,2.9237435709409643
57,2.9101981235837333
58,2.8043570460720453
59,2.9592704511054206
60,2.741445911544259
61,2.783546808023983
62,2.8596488818918933
63,2.833222398100735
64,2.879852121718449
65,2.8578622779827096
66,2.934871461864468
67,2.9221538799002533
68,2.673187435101019
69,2.710096921569458
70,2.746934953183727
71,2.835498061070777
72,2.8394268009877526
73,2.6763729648022445
74,2.486020423480868
75,2.6624095730266535
76,2.7929143312281
77,2.81371478375697
78,2.7969595454257914
79,2.7047421399357496
80,2.6436990374528806
81,2.7291600319639313
82,2.7402266015396455
83,2.8358953429996734
84,2.8238314951517616
85,2.8074808280532713
86,2.7649784545693543
87,2.910281536701787
88,2.7714472923376126
89,2.833475911933998
90,2.757715524531365
91,2.7233027821840254
92,2.792359238355188
93,2.7993251327615463
94,2.764766390760522
95,2.913945228360349
96,2.7206632444817105
97,2.934602005151624
98,2.8665845622847788
99,2.8140194537199337
100,2.749595014904486
101,2.844310275023931
102,2.8256316549113016
103,2.6283809923200865
104,2.85917670587186
105,2.9557505171041005
106,2.636955527125951
107,2.6745760658045765
108,2.808255490179302
109,2.9099255048037733
110,2.7171101539947324
111,2.881235354727763
112,2.853147739182959
113,2.8264560066703237
114,2.7205272718662394
115,2.912875611520651
116,2.6407374509813266
117,2.8360915168565928
118,2.759439449696941
119,2.8633473312675486
120,2.7661247884446754
121,2.7578612421489788
122,2.810108387297112
123,2.8135294429763222
124,2.8246620986844175
125,2.65361888794736
126,2.9053401074200402
127,2.885754249499854
128,2.82016966194245
129,2.7828109746562317
130,2.782670738012064
131,2.580326303140633
132,2.86180211325296
133,2.8714550316669043
134,2.7753953817673493
135,2.5869360654837688
136,2.8798978841719567
137,2.640303073204076
138,2.736019837563345
139,2.7446279911296556
140,2.798525277589657
141,2.927671792139183
142,2.7002858640571596
143,2.9059724417356767
144,2.7120808332554063
145,2.582953067845479
146,2.843881768607581
147,2.7890325253167303
148,2.791277174605825
149,2.8520266183480154
150,2.754845453390805
151,2.8621971948646125
152,2.681198998477403
153,2.834473860793631
154,2.8432197781104596
155,2.671330970663065
156,2.603076139115542
157,2.818595844103139
158,2.937592840395751
159,2.978265870126593
160,2.7557319417365593
161,2.863085069225915
162,2.9357767039975613
163,2.834603562481236
164,2.813805679066735
165,2.865503690601652
166,2.8183953344916457
167,2.8314776453542057
168,2.7691844454421197
169,2.765204450759524
170,2.71540160958101
171,2.825439862362016
172,2.7078066726343706
173,2.6758674362261776
174,2.6402999793876427
175,2.9017466098721254
176,2.906718676658021
177,2.748012198534235
178,2.6213598658612693
179,2.901314834387996
180,2.8309757874228754
181,2.7435520369396773
182,2.929882834525965
183,2.6704415965855586
184,2.765536773372907
185,2.7061995465594344
186,2.822101739055919
187,2.6300299956514963
188,2.849489600421581
189,2.8875381605290924
190,2.741778553739446
191,2.744047851004684
192,2.7764691875928547
193,2.8303714503419584
194,2.904595662936545
195,2.890909019385301
196,2.7401757285041732
197,2.871227928819088
198,2.871358317286847
199,2.7537186645685456
200,2.8955187348156586
201,2.8510908236786956
202,2.826098476256942
203,2.7557866313983683
204,2.9599489145141558
205,2.9488023046399463
206,2.951501324913813
207,2.7980813620977334
208,2.563423921693535
209,2.857897046307544
210,2.8039368246125056
211,2.8309771917484
212,2.910939401954785
213,2.7192884001096247
214,2.8469300592450657
215,2.630954454418458
216,2.70302820212394
217,2.8490872433384413
218,2.797933740727929
219,2.918427449892135
220,3.041326924668671
221,2.8835153346994304
222,2.877505557979201
223,2.802457928169868
224,2.773250369794247
225,2.7074926865469897
226,2.851835633500479
227,2.8451014236534715
